Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5209-5256	Flavia fait comme si elle n’avait pas entendu. 	mantoine_1621096268304_17006-4379562	mantoine	fait comme si elle n’avait pas entendu	Proposition	comme si	Comportementale	Base	Aucun	Colere	Aucune	comme si	faire comme si lui n’ avoir pas entendre
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5256-5338	Elle interroge chacune de ses sœurs, mais elles la renvoient toutes vers Gabriel. 	mantoine_1621096344866_17006-4379562	mantoine	interroge chacune de ses sœurs	Proposition	chacune de ses soeurs	Suggeree	Base	Aucun	Colere	Aucune	chacun de son soeur	interroger chacun de son sœur
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5338-5362	Flavia n’a pas le choix…	mantoine_1621186026717_17006-4379562	mantoine	n’a pas le choi	Proposition	pas le choix	Suggeree	Base	Aucun	Tristesse	Aucune	pas le choix	n’ avoir pas le choi
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5526-5600	– Pas la peine de me raconter toutes tes salades sur les billes, banane ! 	mantoine_1621186354465_17006-4379562	mantoine	Pas la peine de me raconter toutes tes salades sur les billes	Proposition	Pas la peine ; tes salades	Suggeree	Base	Aucun	Colere	Aucune	pas le peine ; te salade	pas le peine de me raconter tout te salade sur le bille
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5526-5600	– Pas la peine de me raconter toutes tes salades sur les billes, banane ! 	mantoine_1618526779296_17006-4379562	mantoine	banane	SN	banane !	Montree	Base	Aucun	Colere	Aucune	banane !	banane
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5600-5633	Montre-moi juste comment on fait.	mantoine_1621186456243_17006-4379562	mantoine	juste	SAdv	juste	Montree	Base	Aucun	Colere	Aucune	juste	juste
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5633-5693	Heureusement pour Flavia, Gabriel ne se vexe pas facilement.	mantoine_1621186556064_17006-4379562	mantoine	vexe	Proposition	vexe	Designee	Base	Base	Colere	Tristesse	vex	vex
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5892-5914	– C’est de la triche !	mantoine_1618526862209_17006-4379562	mantoine	C’est de la triche	Proposition	C'est de la triche	Montree	Base	Aucun	Colere	Aucune	ce être de le triche	c’ être de le triche
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6086-6134	– Pas la peine : j’inventerai une méthode à moi.	mantoine_1618526927867_17006-4379562	mantoine	 Pas la peine : j’inventerai une méthode à mo	Proposition	Pas la peine	Montree	Base	Aucun	Colere	Aucune	pas le peine	  pas le peine : j’ inventer un méthode à mo
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6134-6174	– On ne peut pas faire n’importe quoi ! 	mantoine_1621096619690_17006-4379562	mantoine	On ne peut pas faire n’importe quoi	Proposition	On ne peut pas	Montree	Base	Aucun	Colere	Aucune	on ne pouvoir pas	on ne pouvoir pas faire n’ importer quoi
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6351-6388	– Je n’essaie rien du tout, on joue. 	mantoine_1621096904297_17006-4379562	mantoine	 n’essaie rien du tout	Proposition	rien du tout	Montree	Base	Aucun	Colere	Aucune	rien de tout	  n’ essayer rien de tout
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6471-6499	Son frère est impressionné. 	mantoine_1618526975032_17006-4379562	mantoine	impressionné	SAdj	impressionné	Designee	Base	Complexe	Surprise	Admiration	impressionner	impressionner
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6538-6571	– Excellent ! À mon tour, dit-il.	mantoine_1621097051022_17006-4379562	mantoine	Excellent	SN	Excellent	Montree	Complexe	Base	Admiration	Surprise	excellent	excellent
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6571-6638	Flavia choisit la bille la plus laide, au cas où elle la perdrait. 	mantoine_1621187226583_17006-4379562	mantoine	la perdrait	Proposition	perdrait	Suggeree	Base	Aucun	Tristesse	Aucune	perdre	le perdrait
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6638-6724	Elle a quand même du mal à s’en séparer, comme si la bille faisait partie de sa chair.	mantoine_1621187154435_17006-4379562	mantoine	a quand même du mal à s’en séparer	Proposition	du mal	Suggeree	Base	Aucun	Tristesse	Aucune	de mal	avoir quand même de mal à s’ en séparer
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6724-6749	Gabriel tire et la rate. 	mantoine_1621187480078_17006-4379562	mantoine	la rate	Proposition	rate	Suggeree	Base	Aucun	Tristesse	Aucune	rate	le rate
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6749-6799	Flavia joue de nouveau et gagne sa deuxième bille.	mantoine_1621187345618_17006-4379562	mantoine	gagne sa deuxième bille	Proposition	gagne ; deuxième	Suggeree	Base	Complexe	Joie	Fierte	gagne ; deuxième	gagner son deuxième bille
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6845-6918	– Ce n’est pas la chance des débutants, mon cher Billy, rétorque Flavia. 	mantoine_1621097190251_17006-4379562	mantoine	Ce n’est pas la chance des débutant	Proposition	Ce n'est pas	Montree	Complexe	Base	Fierte	Colere	ce ne être pas	ce n’ être pas le chance de débuter
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6845-6918	– Ce n’est pas la chance des débutants, mon cher Billy, rétorque Flavia. 	mantoine_1621097192306_17006-4379562	mantoine	rétorque	Proposition	rétorque	Comportementale	Complexe	Base	Fierte	Colere	rétorqu	rétorqu
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6845-6918	– Ce n’est pas la chance des débutants, mon cher Billy, rétorque Flavia. 	mantoine_1621097195728_17006-4379562	mantoine	mon cher Billy	SN	mon cher	Montree	Complexe	Aucun	Fierte	Aucune	mon cher	mon cher Billy
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6918-6935	C’est le talent !	mantoine_1618527104313_17006-4379562	mantoine	C’est le talent	Proposition	le talent	Montree	Complexe	Aucun	Fierte	Aucune	le talent	c’ être le talent
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6988-7014	Flavia les gagne toutes ! 	mantoine_1621187775792_17006-4379562	mantoine	les gagne toutes	Proposition	gagne	Montree	Base	Complexe	Joie	Fierte	gagne	le gagne tout
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7014-7076	C’est bien la première fois qu’elle a hâte d’aller à l’école. 	mantoine_1621097386536_17006-4379562	mantoine	a hâte	Proposition	a hâte	Suggeree	Base	Aucun	Joie	Aucune	avoir hâter	avoir hâter
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7076-7132	Elle se voit déjà remporter les billes de toute la cour.	mantoine_1621188052978_17006-4379562	mantoine	se voit déjà remporter les billes de toute la cour.	Proposition	déjà remporter	Montree	Base	Complexe	Joie	Fierte	déjà remporter	se voir déjà remporter le bille de tout le cour .
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7201-7264	Aussitôt, Quentin, le garçon de ses rêves, s’avance vers elle. 	mantoine_1621188279480_17006-4379562	mantoine	’avance vers elle.	Proposition	s'avance	Suggeree	Base	Aucun	Joie	Aucune	se avance	’ avance vers lui .
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7264-7391	Il est en CE2, dans la classe de Dana, et il lui a déjà écrit une lettre, pas exactement d’amour, mais une lettre quand même ! 	mantoine_1621188623702_17006-4379562	mantoine	quand même	Proposition	quand même	Montree	Complexe	Base	Fierte	Joie	quand même	quand même
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7264-7391	Il est en CE2, dans la classe de Dana, et il lui a déjà écrit une lettre, pas exactement d’amour, mais une lettre quand même ! 	mantoine_1621097481353_17006-4379562	mantoine	il lui a déjà écrit une lettre, pas exactement d’amour, mais une lettre quand même !	Proposition	quand même !	Suggeree	Complexe	Base	Fierte	Joie	quand même !	il luire avoir déjà écrire un lettre , pas exactement d’ amour , mais un lettre quand même !
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7391-7497	Flavia rêve qu’il la demande en mariage, mais il lui demande juste si elle veut jouer aux billes avec lui.	mantoine_1621188934446_17006-4379562	mantoine	juste	SAdv	juste	Montree	Base	Aucun	Tristesse	Aucune	juste	juste
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7391-7497	Flavia rêve qu’il la demande en mariage, mais il lui demande juste si elle veut jouer aux billes avec lui.	mantoine_1621188888511_17006-4379562	mantoine	il lui demande juste si elle veut jouer aux billes avec lui	Proposition	demande juste ; jouer aux billes	Suggeree	Base	Aucun	Tristesse	Aucune	demande juste ; jouer à bille	il luire demande juste si lui vouloir jouer à bille avec luire
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7391-7497	Flavia rêve qu’il la demande en mariage, mais il lui demande juste si elle veut jouer aux billes avec lui.	mantoine_1621188801105_17006-4379562	mantoine	qu’il la demande en mariage	Proposition	demande en mariage	Suggeree	Base	Aucun	Joie	Aucune	demande en mariage	qu’ il le demande en mariage
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7497-7550	– Non, pas elle ! proteste Mouad, un ami de Quentin. 	mantoine_1621097580731_17006-4379562	mantoine	proteste	Proposition	proteste	Montree	Base	Base	Colere	Degout	protest	protest
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7497-7550	– Non, pas elle ! proteste Mouad, un ami de Quentin. 	mantoine_1618527258879_17006-4379562	mantoine	Non, pas elle	Proposition	pas elle	Montree	Base	Base	Degout	Colere	pas lui	non , pas lui
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7550-7569	Pas un bébé de CP !	mantoine_1618527337100_17006-4379562	mantoine	Pas un bébé de CP	SN	Pas un bébé de CP	Montree	Base	Base	Degout	Colere	pas un bébé de cp	pas un bébé de cp
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7633-7708	– Si on l’accepte, tous les CP vont vouloir jouer avec nous, insiste Mouad.	mantoine_1621097694515_17006-4379562	mantoine	tous les CP vont vouloir jouer avec nous	Proposition	tous les CP	Montree	Base	Base	Degout	Peur	tout le cp	tout le cp aller vouloir jouer avec nous
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7633-7708	– Si on l’accepte, tous les CP vont vouloir jouer avec nous, insiste Mouad.	mantoine_1621189279878_17006-4379562	mantoine	insiste	Proposition	insiste	Comportementale	Base	Aucun	Peur	Aucune	insister	insister
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7793-7954	Mais quand il s’agit de gagner, elle ne fait pas dans le sentiment : dès la première partie, elle remporte toutes les billes, à commencer par celles de Quentin. 	mantoine_1621189418505_17006-4379562	mantoine	remporte toutes les billes	Proposition	remporte ; toutes	Suggeree	Complexe	Base	Fierte	Joie	remporte ; tout	remporter tout le bille
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7954-8071	Lorsque la sonnerie retentit, elle entre en classe comme une condamnée qui doit attendre une éternité avant la récré.	mantoine_1618527409441_17006-4379562	mantoine	entre en classe comme une condamnée	Proposition	comme une condamnée	Comportementale	Base	Aucun	Tristesse	Aucune	comme un condamné	entrer en classe comme un condamné
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8071-8179	Enfin, il est l’heure d’aller dans la cour, mais les grands garçons du CE2 ne veulent plus jouer avec elle !	mantoine_1621189566469_17006-4379562	mantoine	Enfin	SAdv	Enfin	Montree	Base	Aucun	Joie	Aucune	enfin	enfin
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8071-8179	Enfin, il est l’heure d’aller dans la cour, mais les grands garçons du CE2 ne veulent plus jouer avec elle !	mantoine_1621097837490_17006-4379562	mantoine	mais les grands garçons du CE2 ne veulent plus jouer avec elle	Proposition	ne veulent plus	Suggeree	Base	Aucun	Tristesse	Aucune	ne vouloir plus	mais le grand garçon de ce2 ne vouloir plus jouer avec lui
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8071-8179	Enfin, il est l’heure d’aller dans la cour, mais les grands garçons du CE2 ne veulent plus jouer avec elle !	mantoine_1621189601200_17006-4379562	mantoine	il est l’heure d’aller dans la cour	Proposition	il est l'heure	Suggeree	Base	Aucun	Joie	Aucune	il être le heure	il être l’ heure d’ aller dans le cour
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8179-8234	Ils ne veulent pas risquer les billes qui leur restent…	mantoine_1618561962688_17006-4379562	mantoine	ne veulent pas risquer les billes qui leur restent…	Proposition	risquer	Suggeree	Base	Aucun	Peur	Aucune	risquer	ne vouloir pas risquer le bille qui son rester …
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8234-8329	Flavia parvient tant bien que mal à rassembler quelques nouvelles victimes et gagne à nouveau. 	mantoine_1621189798037_17006-4379562	mantoine	gagne à nouveau	Proposition	gagne	Suggeree	Complexe	Aucun	Fierte	Aucune	gagne	gagne à nouveau
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8329-8406	Elle n’a plus assez de place dans son sac et ses poches débordent de billes. 	mantoine_1621189949634_17006-4379562	mantoine	n’a plus assez de place dans son sac et ses poches débordent de billes	Proposition	plus assez de place ; débordent	Suggeree	Complexe	Aucun	Fierte	Aucune	plus assez de place ; déborder	n’ avoir plus assez de place dans son sac et son poche déborder de bille
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8406-8500	Aux récrés suivantes, plus personne ne veut l’affronter, alors Flavia se rabat sur ses sœurs. 	mantoine_1621190024809_17006-4379562	mantoine	plus personne ne veut l’affronter	Proposition	plus personne	Suggeree	Complexe	Base	Fierte	Tristesse	plus personne	plus personne ne vouloir l’ affronter
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8406-8500	Aux récrés suivantes, plus personne ne veut l’affronter, alors Flavia se rabat sur ses sœurs. 	mantoine_1618562063208_17006-4379562	mantoine	se rabat sur ses sœurs.	Proposition	se rabat	Suggeree	Base	Aucun	Tristesse	Aucune	se rabattre	se rabattre sur son sœur .
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8406-8500	Aux récrés suivantes, plus personne ne veut l’affronter, alors Flavia se rabat sur ses sœurs. 	mantoine_1621190089003_17006-4379562	mantoine	ne veut l’affronter	Proposition	ne veut l'affronter	Suggeree	Base	Aucun	Peur	Aucune	ne vouloir le affronter	ne vouloir l’ affronter
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8500-8586	Elle est obligée de leur donner une partie de son butin pour leur permettre de jouer. 	mantoine_1621190289441_17006-4379562	mantoine	 Il ne lui faut pas longtemps pour récupérer toutes ses billes	Proposition	pas longtemps ; récupérer toutes ses billes	Suggeree	Complexe	Base	Fierte	Joie	pas longtemps ; récupérer tout son bille	  il ne luire falloir pas longtemps pour récupérer tout son bille
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8500-8586	Elle est obligée de leur donner une partie de son butin pour leur permettre de jouer. 	mantoine_1621190244081_17006-4379562	mantoine	est obligée de leur donner une partie de son butin	Proposition	obligée	Suggeree	Base	Aucun	Colere	Aucune	obliger	être obliger de son donner un partie de son butin
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8649-8701	Quel dommage que ce ne soit pas un sport olympique !	mantoine_1621098018429_17006-4379562	mantoine	Quel dommage	SN	dommage	Suggeree	Base	Aucun	Tristesse	Aucune	dommage	quel dommage
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8711-8782	Après l’école, en voyant Flavia bouder au goûter, Gabriel lui demande :	mantoine_1618562117572_17006-4379562	mantoine	bouder	Proposition	bouder	Comportementale	Base	Base	Colere	Tristesse	bouder	bouder
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8782-8833	– Tu n’as pas eu de chance aux billes aujourd’hui ?	mantoine_1621275177346_17006-4379562	mantoine	n’as pas eu de chance	Proposition	pas eu de chance	Suggeree	Base	Aucun	Tristesse	Aucune	pas avoir de chance	n’ as pas avoir de chance
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8833-8924	Flavia ne répond même pas : elle se contente de poser tout ce qu’elle a gagné sur la table.	mantoine_1621275530450_17006-4379562	mantoine	ne répond même pas	Proposition	même pas	Comportementale	Base	Base	Colere	Tristesse	même pas	ne répondre même pas
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8924-8937	– Oh là là ! 	mantoine_1618562173682_17006-4379562	mantoine	Oh là là	Interjection	Oh là là	Montree	Base	Aucun	Surprise	Aucune	oh là là	oh là là
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8937-8960	C’est impressionnant ! 	mantoine_1621098911724_17006-4379562	mantoine	C’est impressionnant	Proposition	impressionnant	Montree	Base	Complexe	Surprise	Fierte	impressionner	c’ être impressionner
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8960-8992	Pourquoi tu fais la tête alors ?	mantoine_1621098923415_17006-4379562	mantoine	Pourquoi tu fais la tête alors ?	Proposition	Pourquoi ; ?	Montree	Base	Aucun	Surprise	Aucune	pourquoi ; ?	pourquoi taire fai le tête alors ?
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8992-9064	– Plus personne ne veut jouer avec moi dans la cour ! s’emporte Flavia. 	mantoine_1621099066814_17006-4379562	mantoine	s’emporte	Proposition	s'emporte	Designee	Base	Aucun	Colere	Aucune	se emporter	s’ emporter
