Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
c'est	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9752-9852	Tu veux que je dise : « Vous êtes des incompétents mais vous avez bien joué quand même », c’est ça ?	mantoine_1621277334233_17006-4379562	mantoine	c’est ça ?	Proposition	c'est ça ?	Montree	Base	Aucun	Colere	Aucune	ce
ça	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9752-9852	Tu veux que je dise : « Vous êtes des incompétents mais vous avez bien joué quand même », c’est ça ?	mantoine_1621277334233_17006-4379562	mantoine	c’est ça ?	Proposition	c'est ça ?	Montree	Base	Aucun	Colere	Aucune	ça
qu	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9852-9909	– Tu ne penses qu’à récupérer les billes et tu t’en vas. 	mantoine_1621277543835_17006-4379562	mantoine	qu’à	Conj. de subordination	qu'à	Montree	Base	Aucun	Colere	Aucune	que
à	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9852-9909	– Tu ne penses qu’à récupérer les billes et tu t’en vas. 	mantoine_1621277543835_17006-4379562	mantoine	qu’à	Conj. de subordination	qu'à	Montree	Base	Aucun	Colere	Aucune	à
même	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9909-9968	Tu ne remercies même pas les autres d’avoir joué avec toi. 	mantoine_1621277639349_17006-4379562	mantoine	même pas	Conj. de subordination	même pas	Montree	Base	Aucun	Colere	Aucune	même
pas	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9909-9968	Tu ne remercies même pas les autres d’avoir joué avec toi. 	mantoine_1621277639349_17006-4379562	mantoine	même pas	Conj. de subordination	même pas	Montree	Base	Aucun	Colere	Aucune	pas
pas	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9968-10104	Tu te plains toujours que tu n’arrives pas à te faire des amis, mais ce n’est pas étonnant si tu es toujours comme ça ! l’enfonce Anna. 	mantoine_1621278408099_17006-4379562	mantoine	ce n’est pas étonnant	Proposition	pas étonnant	Montree	Base	Aucun	Colere	Aucune	pas
étonnant	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9968-10104	Tu te plains toujours que tu n’arrives pas à te faire des amis, mais ce n’est pas étonnant si tu es toujours comme ça ! l’enfonce Anna. 	mantoine_1621278408099_17006-4379562	mantoine	ce n’est pas étonnant	Proposition	pas étonnant	Montree	Base	Aucun	Colere	Aucune	étonner
Laissez-moi	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_10488-10527	– Laissez-moi tranquille ! râle Flavia.	mantoine_1618562922789_17006-4379562	mantoine	Laissez-moi tranquille	Proposition	Laissez-moi tranquille !	Montree	Base	Aucun	Colere	Aucune	laissez-mer
tranquille	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_10488-10527	– Laissez-moi tranquille ! râle Flavia.	mantoine_1618562922789_17006-4379562	mantoine	Laissez-moi tranquille	Proposition	Laissez-moi tranquille !	Montree	Base	Aucun	Colere	Aucune	tranquille
j'aimerais	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_10552-10630	On m’a dit que tu étais une vraie reine des billes : j’aimerais bien voir ça !	mantoine_1621279606081_17006-4379562	mantoine	j’aimerais bien voir ça	Proposition	j'aimerais bien	Montree	Complexe	Base	Fierte	Joie	il
bien	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_10552-10630	On m’a dit que tu étais une vraie reine des billes : j’aimerais bien voir ça !	mantoine_1621279606081_17006-4379562	mantoine	j’aimerais bien voir ça	Proposition	j'aimerais bien	Montree	Complexe	Base	Fierte	Joie	bien
tu	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_10770-10804	Je suis un sacré joueur, tu sais ?	mantoine_1618563095415_17006-4379562	mantoine	Je suis un sacré joueur, tu sais ?	Proposition	tu sais ?	Montree	Complexe	Base	Fierte	Joie	il
sais	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_10770-10804	Je suis un sacré joueur, tu sais ?	mantoine_1618563095415_17006-4379562	mantoine	Je suis un sacré joueur, tu sais ?	Proposition	tu sais ?	Montree	Complexe	Base	Fierte	Joie	savoir
Oh	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_10804-10865	– Oh, tu veux bien faire une partie avec moi, s’il te plaît ?	mantoine_1621100113907_17006-4379562	mantoine	Oh	Interjection	Oh	Montree	Base	Base	Surprise	Joie	oh
j'aurais	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_11525-11593	– J’aurais peut-être dû la laisser gagner, regrette Grand-Père Mimi.	mantoine_1621281037965_17006-4379562	mantoine	J’aurais peut-être dû la laisser gagner	Proposition	j'aurais peut-être dû	Montree	Complexe	Aucun	Culpabilite	Aucune	il
peut-être	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_11525-11593	– J’aurais peut-être dû la laisser gagner, regrette Grand-Père Mimi.	mantoine_1621281037965_17006-4379562	mantoine	J’aurais peut-être dû la laisser gagner	Proposition	j'aurais peut-être dû	Montree	Complexe	Aucun	Culpabilite	Aucune	peut-être
dû	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_11525-11593	– J’aurais peut-être dû la laisser gagner, regrette Grand-Père Mimi.	mantoine_1621281037965_17006-4379562	mantoine	J’aurais peut-être dû la laisser gagner	Proposition	j'aurais peut-être dû	Montree	Complexe	Aucun	Culpabilite	Aucune	devoir
te	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_14768-14825	– Tu ne vas pas te laisser avoir par cette bébête de CP !	mantoine_1621101528293_17006-4379562	mantoine	Tu ne vas pas te laisser avoir par cette bébête de CP !	Proposition	te laisser avoir ; cette bêbête de CP	Montree	Complexe	Base	Fierte	Colere	lui
laisser	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_14768-14825	– Tu ne vas pas te laisser avoir par cette bébête de CP !	mantoine_1621101528293_17006-4379562	mantoine	Tu ne vas pas te laisser avoir par cette bébête de CP !	Proposition	te laisser avoir ; cette bêbête de CP	Montree	Complexe	Base	Fierte	Colere	laisser
avoir	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_14768-14825	– Tu ne vas pas te laisser avoir par cette bébête de CP !	mantoine_1621101528293_17006-4379562	mantoine	Tu ne vas pas te laisser avoir par cette bébête de CP !	Proposition	te laisser avoir ; cette bêbête de CP	Montree	Complexe	Base	Fierte	Colere	avoir
cette	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_14768-14825	– Tu ne vas pas te laisser avoir par cette bébête de CP !	mantoine_1621101528293_17006-4379562	mantoine	Tu ne vas pas te laisser avoir par cette bébête de CP !	Proposition	te laisser avoir ; cette bêbête de CP	Montree	Complexe	Base	Fierte	Colere	ce
bêbête	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_14768-14825	– Tu ne vas pas te laisser avoir par cette bébête de CP !	mantoine_1621101528293_17006-4379562	mantoine	Tu ne vas pas te laisser avoir par cette bébête de CP !	Proposition	te laisser avoir ; cette bêbête de CP	Montree	Complexe	Base	Fierte	Colere	bêbête
de	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_14768-14825	– Tu ne vas pas te laisser avoir par cette bébête de CP !	mantoine_1621101528293_17006-4379562	mantoine	Tu ne vas pas te laisser avoir par cette bébête de CP !	Proposition	te laisser avoir ; cette bêbête de CP	Montree	Complexe	Base	Fierte	Colere	de
CP	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_14768-14825	– Tu ne vas pas te laisser avoir par cette bébête de CP !	mantoine_1621101528293_17006-4379562	mantoine	Tu ne vas pas te laisser avoir par cette bébête de CP !	Proposition	te laisser avoir ; cette bêbête de CP	Montree	Complexe	Base	Fierte	Colere	CP
bien	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_15886-15903	– Oui, bien sûr !	mantoine_1621286550677_17006-4379562	mantoine	Oui, bien sûr	Proposition	bien sûr	Montree	Base	Aucun	Joie	Aucune	bien
sûr	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_15886-15903	– Oui, bien sûr !	mantoine_1621286550677_17006-4379562	mantoine	Oui, bien sûr	Proposition	bien sûr	Montree	Base	Aucun	Joie	Aucune	sûr
c'est	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_311-351	C’est tellement rare que c’est la fête !	alessieux_1621740287035_25339-0	alessieux	c’est la fête	Proposition	c'est la fête	Montree	Base	Aucun	Joie	Aucune	ce
la	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_311-351	C’est tellement rare que c’est la fête !	alessieux_1621740287035_25339-0	alessieux	c’est la fête	Proposition	c'est la fête	Montree	Base	Aucun	Joie	Aucune	le
fête	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_311-351	C’est tellement rare que c’est la fête !	alessieux_1621740287035_25339-0	alessieux	c’est la fête	Proposition	c'est la fête	Montree	Base	Aucun	Joie	Aucune	fête
c'est	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_844-893	– Grrr, c’est toujours pareil ! grommèle Flavia. 	alessieux_1621740667093_25339-0	alessieux	c’est toujours pareil	Proposition	c'est toujours pareil	Montree	Base	Aucun	Colere	Aucune	ce
toujours	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_844-893	– Grrr, c’est toujours pareil ! grommèle Flavia. 	alessieux_1621740667093_25339-0	alessieux	c’est toujours pareil	Proposition	c'est toujours pareil	Montree	Base	Aucun	Colere	Aucune	toujours
pareil	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_844-893	– Grrr, c’est toujours pareil ! grommèle Flavia. 	alessieux_1621740667093_25339-0	alessieux	c’est toujours pareil	Proposition	c'est toujours pareil	Montree	Base	Aucun	Colere	Aucune	pareil
Grrr	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_844-893	– Grrr, c’est toujours pareil ! grommèle Flavia. 	alessieux_1621740640212_25339-0	alessieux	Grrr	Interjection	Grrr	Montree	Base	Aucun	Colere	Aucune	Grrr
jamais	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_893-933	Il n’y a jamais personne pour m’écouter.	alessieux_1621740738953_25339-0	alessieux	Il n’y a jamais personne pour m’écouter	Proposition	jamais personne pour m'écouter	Montree	Base	Aucun	Colere	Aucune	jamais
personne	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_893-933	Il n’y a jamais personne pour m’écouter.	alessieux_1621740738953_25339-0	alessieux	Il n’y a jamais personne pour m’écouter	Proposition	jamais personne pour m'écouter	Montree	Base	Aucun	Colere	Aucune	personne
pour	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_893-933	Il n’y a jamais personne pour m’écouter.	alessieux_1621740738953_25339-0	alessieux	Il n’y a jamais personne pour m’écouter	Proposition	jamais personne pour m'écouter	Montree	Base	Aucun	Colere	Aucune	pour
m'écouter	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_893-933	Il n’y a jamais personne pour m’écouter.	alessieux_1621740738953_25339-0	alessieux	Il n’y a jamais personne pour m’écouter	Proposition	jamais personne pour m'écouter	Montree	Base	Aucun	Colere	Aucune	lui
et	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_933-1062	Billy aussi fait la tête : il avait préparé un bon diner, et voilà que Léo a acheté des tas de quiches et de gâteaux tout prêts. 	alessieux_1621741029089_25339-0	alessieux	et voilà que	SAdv	et voilà que	Montree	Base	Aucun	Colere	Aucune	et
voilà	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_933-1062	Billy aussi fait la tête : il avait préparé un bon diner, et voilà que Léo a acheté des tas de quiches et de gâteaux tout prêts. 	alessieux_1621741029089_25339-0	alessieux	et voilà que	SAdv	et voilà que	Montree	Base	Aucun	Colere	Aucune	voilà
que	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_933-1062	Billy aussi fait la tête : il avait préparé un bon diner, et voilà que Léo a acheté des tas de quiches et de gâteaux tout prêts. 	alessieux_1621741029089_25339-0	alessieux	et voilà que	SAdv	et voilà que	Montree	Base	Aucun	Colere	Aucune	que
Vous	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1114-1166	– Vous avez quelque chose à fêter ? s’étonne Ariane.	alessieux_1621766035256_25339-0	alessieux	Vous avez quelque chose à fêter ?	Proposition	Vous avez quelque chose à fêter ?	Montree	Base	Aucun	Surprise	Aucune	il
avez	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1114-1166	– Vous avez quelque chose à fêter ? s’étonne Ariane.	alessieux_1621766035256_25339-0	alessieux	Vous avez quelque chose à fêter ?	Proposition	Vous avez quelque chose à fêter ?	Montree	Base	Aucun	Surprise	Aucune	avoir
quelque	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1114-1166	– Vous avez quelque chose à fêter ? s’étonne Ariane.	alessieux_1621766035256_25339-0	alessieux	Vous avez quelque chose à fêter ?	Proposition	Vous avez quelque chose à fêter ?	Montree	Base	Aucun	Surprise	Aucune	quelque
chose	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1114-1166	– Vous avez quelque chose à fêter ? s’étonne Ariane.	alessieux_1621766035256_25339-0	alessieux	Vous avez quelque chose à fêter ?	Proposition	Vous avez quelque chose à fêter ?	Montree	Base	Aucun	Surprise	Aucune	chose
à	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1114-1166	– Vous avez quelque chose à fêter ? s’étonne Ariane.	alessieux_1621766035256_25339-0	alessieux	Vous avez quelque chose à fêter ?	Proposition	Vous avez quelque chose à fêter ?	Montree	Base	Aucun	Surprise	Aucune	à
fêter	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1114-1166	– Vous avez quelque chose à fêter ? s’étonne Ariane.	alessieux_1621766035256_25339-0	alessieux	Vous avez quelque chose à fêter ?	Proposition	Vous avez quelque chose à fêter ?	Montree	Base	Aucun	Surprise	Aucune	fêter
Oui	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1166-1189	– Oui ! s’exclame Léo. 	alessieux_1621741108268_25339-0	alessieux	Oui	Interjection	Oui	Montree	Base	Aucun	Joie	Aucune	oui
Bon	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1300-1369	– Bon, vous allez nous la dire, cette nouvelle ? s’impatiente Flavia.	alessieux_1621741278205_25339-0	alessieux	Bon	Interjection	Bon	Montree	Base	Aucun	Colere	Aucune	bon
Oh	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1497-1511	– Oh, maman ! 	alessieux_1621741551089_25339-0	alessieux	Oh	Interjection	Oh	Montree	Base	Aucun	Surprise	Aucune	oh
Sérieusement	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1511-1526	Sérieusement ? 	alessieux_1621741592838_25339-0	alessieux	Sérieusement ?	SAdv	Sérieusement	Montree	Base	Aucun	Surprise	Aucune	sérieusement
mais	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1744-1776	– Mais pourquoi vous remarier ? 	alessieux_1621766571167_25339-0	alessieux	Mais pourquoi	SAdv	mais pourquoi	Montree	Base	Aucun	Colere	Aucune	mais
pourquoi	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1744-1776	– Mais pourquoi vous remarier ? 	alessieux_1621766571167_25339-0	alessieux	Mais pourquoi	SAdv	mais pourquoi	Montree	Base	Aucun	Colere	Aucune	pourquoi
très	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1776-1806	Vous êtes très bien comme ça !	alessieux_1621766558775_25339-0	alessieux	très bien comme ça	SAdv	très bien comme ça	Montree	Base	Aucun	Colere	Aucune	très
bien	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1776-1806	Vous êtes très bien comme ça !	alessieux_1621766558775_25339-0	alessieux	très bien comme ça	SAdv	très bien comme ça	Montree	Base	Aucun	Colere	Aucune	bien
comme	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1776-1806	Vous êtes très bien comme ça !	alessieux_1621766558775_25339-0	alessieux	très bien comme ça	SAdv	très bien comme ça	Montree	Base	Aucun	Colere	Aucune	comme
ça	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1776-1806	Vous êtes très bien comme ça !	alessieux_1621766558775_25339-0	alessieux	très bien comme ça	SAdv	très bien comme ça	Montree	Base	Aucun	Colere	Aucune	ça
Quelle	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1924-1955	– Quelle idée ! soupire Ariane.	alessieux_1621767072914_25339-0	alessieux	Quelle idée	SN	Quelle idée	Montree	Base	Aucun	Colere	Aucune	quel
idée	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_1924-1955	– Quelle idée ! soupire Ariane.	alessieux_1621767072914_25339-0	alessieux	Quelle idée	SN	Quelle idée	Montree	Base	Aucun	Colere	Aucune	idée
Va	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_2038-2080	– Va savoir où je serai, ronchonne Ariane.	alessieux_1621742109071_25339-0	alessieux	Va savoir	Proposition	Va savoir	Montree	Base	Aucun	Colere	Aucune	voir
savoir	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_2038-2080	– Va savoir où je serai, ronchonne Ariane.	alessieux_1621742109071_25339-0	alessieux	Va savoir	Proposition	Va savoir	Montree	Base	Aucun	Colere	Aucune	savoir
Ce	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_2186-2245	Ce n’est pas tous les jours que tes parents se remarient ! 	alessieux_1621767632439_25339-0	alessieux	Ce n’est pas tous les jours que	Proposition	Ce n'est pas tous les jours que	Montree	Base	Aucun	Colere	Aucune	ce
n'est	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_2186-2245	Ce n’est pas tous les jours que tes parents se remarient ! 	alessieux_1621767632439_25339-0	alessieux	Ce n’est pas tous les jours que	Proposition	Ce n'est pas tous les jours que	Montree	Base	Aucun	Colere	Aucune	ne
pas	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_2186-2245	Ce n’est pas tous les jours que tes parents se remarient ! 	alessieux_1621767632439_25339-0	alessieux	Ce n’est pas tous les jours que	Proposition	Ce n'est pas tous les jours que	Montree	Base	Aucun	Colere	Aucune	pas
tous	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_2186-2245	Ce n’est pas tous les jours que tes parents se remarient ! 	alessieux_1621767632439_25339-0	alessieux	Ce n’est pas tous les jours que	Proposition	Ce n'est pas tous les jours que	Montree	Base	Aucun	Colere	Aucune	tout
les	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_2186-2245	Ce n’est pas tous les jours que tes parents se remarient ! 	alessieux_1621767632439_25339-0	alessieux	Ce n’est pas tous les jours que	Proposition	Ce n'est pas tous les jours que	Montree	Base	Aucun	Colere	Aucune	le
jours	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_2186-2245	Ce n’est pas tous les jours que tes parents se remarient ! 	alessieux_1621767632439_25339-0	alessieux	Ce n’est pas tous les jours que	Proposition	Ce n'est pas tous les jours que	Montree	Base	Aucun	Colere	Aucune	jour
que	FictionProjetM2	25339-0	Morgenstern_mariage_modifAline	25339-0_2186-2245	Ce n’est pas tous les jours que tes parents se remarient ! 	alessieux_1621767632439_25339-0	alessieux	Ce n’est pas tous les jours que	Proposition	Ce n'est pas tous les jours que	Montree	Base	Aucun	Colere	Aucune	que
