Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
des	PtitLibe	2676-94160583	7-12_PtitLibe14-election_americaine_Pourquoi_role_depasse_frontieres_americaines	2676-94160583_2417-2551	On les accuse d’être responsables de plusieurs guerres, de trop se mêler des affaires des autres et d’espionner les autres présidents.	aetienne_1621579826174_2676-94160583	aetienne	trop se mêler des affaires des autres	Proposition	se mêler des affaires des autres	Suggeree	Base	Aucun	Colere	Aucune	un
autres	PtitLibe	2676-94160583	7-12_PtitLibe14-election_americaine_Pourquoi_role_depasse_frontieres_americaines	2676-94160583_2417-2551	On les accuse d’être responsables de plusieurs guerres, de trop se mêler des affaires des autres et d’espionner les autres présidents.	aetienne_1621579826174_2676-94160583	aetienne	trop se mêler des affaires des autres	Proposition	se mêler des affaires des autres	Suggeree	Base	Aucun	Colere	Aucune	autre
responsables	PtitLibe	2676-94160583	7-12_PtitLibe14-election_americaine_Pourquoi_role_depasse_frontieres_americaines	2676-94160583_2417-2551	On les accuse d’être responsables de plusieurs guerres, de trop se mêler des affaires des autres et d’espionner les autres présidents.	aetienne_1621579826172_2676-94160583	aetienne	être responsables de plusieurs guerres	Proposition	responsables;guerre	Suggeree	Base	Aucun	Colere	Aucune	responsable
guerre	PtitLibe	2676-94160583	7-12_PtitLibe14-election_americaine_Pourquoi_role_depasse_frontieres_americaines	2676-94160583_2417-2551	On les accuse d’être responsables de plusieurs guerres, de trop se mêler des affaires des autres et d’espionner les autres présidents.	aetienne_1621579826172_2676-94160583	aetienne	être responsables de plusieurs guerres	Proposition	responsables;guerre	Suggeree	Base	Aucun	Colere	Aucune	guerre
choqué	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_432-560	Quand le candidat Donald Trump a dit qu’il n’avait jamais lu de biographie sur un président, ça a choqué beaucoup d’Américains !	aetienne_1621579826194_5098-55474452	aetienne	a choqué	Proposition	choqué	Designee	Base	Base	Surprise	Colere	choquer
aussi	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_686-751	Ce sont des lieux aussi populaires que des parcs d’attractions ! 	aetienne_1624461603293_5098-55474452	aetienne	des lieux aussi populaires que des parcs d’attractions	SN	aussi populaires que des parcs d’attractions	Suggeree	Base	Aucun	Surprise	Aucune	aussi
populaires	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_686-751	Ce sont des lieux aussi populaires que des parcs d’attractions ! 	aetienne_1624461603293_5098-55474452	aetienne	des lieux aussi populaires que des parcs d’attractions	SN	aussi populaires que des parcs d’attractions	Suggeree	Base	Aucun	Surprise	Aucune	populaire
que	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_686-751	Ce sont des lieux aussi populaires que des parcs d’attractions ! 	aetienne_1624461603293_5098-55474452	aetienne	des lieux aussi populaires que des parcs d’attractions	SN	aussi populaires que des parcs d’attractions	Suggeree	Base	Aucun	Surprise	Aucune	que
des	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_686-751	Ce sont des lieux aussi populaires que des parcs d’attractions ! 	aetienne_1624461603293_5098-55474452	aetienne	des lieux aussi populaires que des parcs d’attractions	SN	aussi populaires que des parcs d’attractions	Suggeree	Base	Aucun	Surprise	Aucune	un
parcs	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_686-751	Ce sont des lieux aussi populaires que des parcs d’attractions ! 	aetienne_1624461603293_5098-55474452	aetienne	des lieux aussi populaires que des parcs d’attractions	SN	aussi populaires que des parcs d’attractions	Suggeree	Base	Aucun	Surprise	Aucune	parc
d	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_686-751	Ce sont des lieux aussi populaires que des parcs d’attractions ! 	aetienne_1624461603293_5098-55474452	aetienne	des lieux aussi populaires que des parcs d’attractions	SN	aussi populaires que des parcs d’attractions	Suggeree	Base	Aucun	Surprise	Aucune	de
attractions	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_686-751	Ce sont des lieux aussi populaires que des parcs d’attractions ! 	aetienne_1624461603293_5098-55474452	aetienne	des lieux aussi populaires que des parcs d’attractions	SN	aussi populaires que des parcs d’attractions	Suggeree	Base	Aucun	Surprise	Aucune	attraction
rigolotes	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_1975-2082	On le voit dans des situations rigolotes ou ridicules, comme ici, quand il chante en jouant à un jeu vidéo.	aetienne_1624461857306_5098-55474452	aetienne	rigolotes	SAdj	rigolotes	Designee	Base	Aucun	Joie	Aucune	rigolote
alors	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_2983-3151	Pour inventer un des personnages, qui devient président des Etats-Unis à la fin, il s'est inspiré de Barack Obama... alors que ce dernier n'était pas encore président !	aetienne_1624462186831_5098-55474452	aetienne	alors que ce dernier n'était pas encore président	Proposition	alors que;pas encore	Suggeree	Base	Aucun	Surprise	Aucune	alors
que	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_2983-3151	Pour inventer un des personnages, qui devient président des Etats-Unis à la fin, il s'est inspiré de Barack Obama... alors que ce dernier n'était pas encore président !	aetienne_1624462186831_5098-55474452	aetienne	alors que ce dernier n'était pas encore président	Proposition	alors que;pas encore	Suggeree	Base	Aucun	Surprise	Aucune	que
pas	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_2983-3151	Pour inventer un des personnages, qui devient président des Etats-Unis à la fin, il s'est inspiré de Barack Obama... alors que ce dernier n'était pas encore président !	aetienne_1624462186831_5098-55474452	aetienne	alors que ce dernier n'était pas encore président	Proposition	alors que;pas encore	Suggeree	Base	Aucun	Surprise	Aucune	pas
encore	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_2983-3151	Pour inventer un des personnages, qui devient président des Etats-Unis à la fin, il s'est inspiré de Barack Obama... alors que ce dernier n'était pas encore président !	aetienne_1624462186831_5098-55474452	aetienne	alors que ce dernier n'était pas encore président	Proposition	alors que;pas encore	Suggeree	Base	Aucun	Surprise	Aucune	encore
surprenant	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_3387-3653	C'est surprenant de voir qu'il y a seize ans, le dessin animé parlait de la première présidente de l'histoire du pays (ce serait le cas dans la vraie vie si Hillary Clinton était élue) et de Donald Trump, alors qu'il n'était pas du tout candidat à la Maison Blanche.	aetienne_1621579826204_5098-55474452	aetienne	surprenant de voir qu'il y a seize ans, le dessin animé parlait de la première présidente de l'histoire du pays (ce serait le cas dans la vraie vie si Hillary Clinton était élue) et de Donald Trump	SAdj	surprenant	Designee	Base	Aucun	Surprise	Aucune	surprenant
alors	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_3387-3653	C'est surprenant de voir qu'il y a seize ans, le dessin animé parlait de la première présidente de l'histoire du pays (ce serait le cas dans la vraie vie si Hillary Clinton était élue) et de Donald Trump, alors qu'il n'était pas du tout candidat à la Maison Blanche.	aetienne_1624462526143_5098-55474452	aetienne	alors qu'il n'était pas du tout candidat à la Maison Blanche	Proposition	alors qu	Suggeree	Base	Aucun	Surprise	Aucune	alors
qu	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_3387-3653	C'est surprenant de voir qu'il y a seize ans, le dessin animé parlait de la première présidente de l'histoire du pays (ce serait le cas dans la vraie vie si Hillary Clinton était élue) et de Donald Trump, alors qu'il n'était pas du tout candidat à la Maison Blanche.	aetienne_1624462526143_5098-55474452	aetienne	alors qu'il n'était pas du tout candidat à la Maison Blanche	Proposition	alors qu	Suggeree	Base	Aucun	Surprise	Aucune	que
pas	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_3387-3653	C'est surprenant de voir qu'il y a seize ans, le dessin animé parlait de la première présidente de l'histoire du pays (ce serait le cas dans la vraie vie si Hillary Clinton était élue) et de Donald Trump, alors qu'il n'était pas du tout candidat à la Maison Blanche.	aetienne_1624462444909_5098-55474452	aetienne	pas du tout	SAdv	pas du tout	Montree	Base	Aucun	Surprise	Aucune	pas
du	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_3387-3653	C'est surprenant de voir qu'il y a seize ans, le dessin animé parlait de la première présidente de l'histoire du pays (ce serait le cas dans la vraie vie si Hillary Clinton était élue) et de Donald Trump, alors qu'il n'était pas du tout candidat à la Maison Blanche.	aetienne_1624462444909_5098-55474452	aetienne	pas du tout	SAdv	pas du tout	Montree	Base	Aucun	Surprise	Aucune	du
tout	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_3387-3653	C'est surprenant de voir qu'il y a seize ans, le dessin animé parlait de la première présidente de l'histoire du pays (ce serait le cas dans la vraie vie si Hillary Clinton était élue) et de Donald Trump, alors qu'il n'était pas du tout candidat à la Maison Blanche.	aetienne_1624462444909_5098-55474452	aetienne	pas du tout	SAdv	pas du tout	Montree	Base	Aucun	Surprise	Aucune	tout
médaille	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_4318-4647	L'histoire de Metal Gear Solid 3 se passe durant la guerre froide, la période durant laquelle les Etats-Unis et l'URSS étaient ennemis. A la fin du jeu, le président américain Lyndon Johnson (il a vraiment existé) remet une médaille au héros, Naked Snake, pour avoir défendu les intérêts des Etats-Unis face à l'Union soviétique.	aetienne_1624462669487_5098-55474452	aetienne	une médaille	SN	médaille	Suggeree	Base	Complexe	Joie	Fierte	médaille
même	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_4647-4700	Un acteur est même devenu président des Etats-Unis ! 	aetienne_1621579826208_5098-55474452	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
un	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_4647-4700	Un acteur est même devenu président des Etats-Unis ! 	aetienne_1624462793500_5098-55474452	aetienne	Un acteur est devenu président des Etats-Unis	Proposition	un acteur est devenu président	Suggeree	Base	Aucun	Surprise	Aucune	un
acteur	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_4647-4700	Un acteur est même devenu président des Etats-Unis ! 	aetienne_1624462793500_5098-55474452	aetienne	Un acteur est devenu président des Etats-Unis	Proposition	un acteur est devenu président	Suggeree	Base	Aucun	Surprise	Aucune	acteur
est	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_4647-4700	Un acteur est même devenu président des Etats-Unis ! 	aetienne_1624462793500_5098-55474452	aetienne	Un acteur est devenu président des Etats-Unis	Proposition	un acteur est devenu président	Suggeree	Base	Aucun	Surprise	Aucune	être
devenu	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_4647-4700	Un acteur est même devenu président des Etats-Unis ! 	aetienne_1624462793500_5098-55474452	aetienne	Un acteur est devenu président des Etats-Unis	Proposition	un acteur est devenu président	Suggeree	Base	Aucun	Surprise	Aucune	devenir
président	PtitLibe	5098-55474452	7-12_PtitLibe14-election_americaine_president_americain_star	5098-55474452_4647-4700	Un acteur est même devenu président des Etats-Unis ! 	aetienne_1624462793500_5098-55474452	aetienne	Un acteur est devenu président des Etats-Unis	Proposition	un acteur est devenu président	Suggeree	Base	Aucun	Surprise	Aucune	président
gagné	PtitLibe	2032-0	7-12_PtitLibe14-election_americaine_Tarik	2032-0_756-861	Quand il a gagné l’élection en 2008, c’était un moment très émouvant pour Tarik, qui est noir lui aussi. 	aetienne_1626791649412_2032-0	aetienne	il a gagné l’élection	Proposition	gagné	Suggeree	Base	Aucun	Joie	Aucune	gagner
victoire	PtitLibe	2032-0	7-12_PtitLibe14-election_americaine_Tarik	2032-0_861-967	L’adolescent pense que la victoire de Barack Obama a donné de la force et de l’espoir à beaucoup de gens. 	aetienne_1621579826203_2032-0	aetienne	la victoire de Barack Obama	SN	victoire	Suggeree	Base	Aucun	Joie	Aucune	victoire
heureuses	PtitLibe	2032-0	7-12_PtitLibe14-election_americaine_Tarik	2032-0_1877-1946	Tarik pense que les femmes seraient heureuses d’avoir une présidente.	aetienne_1621579826211_2032-0	aetienne	heureuses d’avoir une présidente	SAdj	heureuses	Designee	Base	Aucun	Joie	Aucune	heureux
s	PtitLibe	3091-7979202	7-12_PtitLibe15-gauche_et_droite_enfants_gauche_ou_droite	3091-7979202_244-316	Certaines personnes disent en s’amusant que les enfants sont de droite. 	aetienne_1621579826256_3091-7979202	aetienne	en s’amusant	Proposition	s’amusant	Comportementale	Base	Aucun	Joie	Aucune	s
amusant	PtitLibe	3091-7979202	7-12_PtitLibe15-gauche_et_droite_enfants_gauche_ou_droite	3091-7979202_244-316	Certaines personnes disent en s’amusant que les enfants sont de droite. 	aetienne_1621579826256_3091-7979202	aetienne	en s’amusant	Proposition	s’amusant	Comportementale	Base	Aucun	Joie	Aucune	amusant
jamais	PtitLibe	4578-32846715	7-12_PtitLibe15-gauche_et_droite_separation_gauche_droite	4578-32846715_4063-4237	En 2002, il est quand même arrivé deuxième au premier tour, ce qui a été une énorme surprise parce que jamais un candidat d’extrême droite n’avait obtenu un aussi bon score. 	aetienne_1621579826382_4578-32846715	aetienne	jamais un candidat d’extrême droite n’avait obtenu un aussi bon score	Proposition	jamais;aussi bon score	Suggeree	Base	Aucun	Surprise	Aucune	jamais
aussi	PtitLibe	4578-32846715	7-12_PtitLibe15-gauche_et_droite_separation_gauche_droite	4578-32846715_4063-4237	En 2002, il est quand même arrivé deuxième au premier tour, ce qui a été une énorme surprise parce que jamais un candidat d’extrême droite n’avait obtenu un aussi bon score. 	aetienne_1621579826382_4578-32846715	aetienne	jamais un candidat d’extrême droite n’avait obtenu un aussi bon score	Proposition	jamais;aussi bon score	Suggeree	Base	Aucun	Surprise	Aucune	aussi
bon	PtitLibe	4578-32846715	7-12_PtitLibe15-gauche_et_droite_separation_gauche_droite	4578-32846715_4063-4237	En 2002, il est quand même arrivé deuxième au premier tour, ce qui a été une énorme surprise parce que jamais un candidat d’extrême droite n’avait obtenu un aussi bon score. 	aetienne_1621579826382_4578-32846715	aetienne	jamais un candidat d’extrême droite n’avait obtenu un aussi bon score	Proposition	jamais;aussi bon score	Suggeree	Base	Aucun	Surprise	Aucune	bon
score	PtitLibe	4578-32846715	7-12_PtitLibe15-gauche_et_droite_separation_gauche_droite	4578-32846715_4063-4237	En 2002, il est quand même arrivé deuxième au premier tour, ce qui a été une énorme surprise parce que jamais un candidat d’extrême droite n’avait obtenu un aussi bon score. 	aetienne_1621579826382_4578-32846715	aetienne	jamais un candidat d’extrême droite n’avait obtenu un aussi bon score	Proposition	jamais;aussi bon score	Suggeree	Base	Aucun	Surprise	Aucune	score
